"id";"id_profesor";"id_centro";"curso_escolar_id";"fecha_registro";"D1_LID1";"D9_SO4";"D2_GE1";"D9_SO2";"D2_GE3";"D8_AP4";"D6_APD1";"D5_INT2";"D7_TC1";"D4_EE2";"D8_AP1";"D3_COM2";"D8_AP3";"D2_GE4";"D9_SO1";"D2_GE2";"D9_SO3";"D1_LID2";"D3_COM1";"D8_AP2";"D4_EE1";"D7_TC2";"D5_INT1";"D6_APD2";"P1_EJP1";"P3_ASO4";"P1_EJP3";"P2_AAP1";"P2_AAP3";"P3_ASO1";"P3_ASO3";"P1_EJP2";"P1_EJP4";"P2_AAP2";"P3_ASO2";"P2_AAP4";"A1_CF1";"A7_ASR2";"A2_INT1";"A6_DIS2";"A3_ESF1";"A5_COP2";"A4_COA1";"A1_CF2";"A5_COP1";"A4_COA2";"A6_DIS1";"A2_INT2";"A7_ASR1";"A3_ESF2";"F1_COP1";"F2_RES1";"F4_INT2";"F3_CON2";"F1_COP2";"F2_RES2";"F4_INT1";"F3_CON1";"CRD1";"CRSS1";"CRP1";"CRA1";"CRR1";"CRF1";"CRCC1";"CRD2";"CRP2";"CRA2";"CRF2";"CRCC2";"CRR2";"CRSS2";"D9_SO4X";"D9_SO2X";"D8_AP4X";"D5_INT2X";"D4_EE2X";"D3_COM2X";"D2_GE4X";"D2_GE2X";"D1_LID2X";"D8_AP2X";"D7_TC2X";"D6_APD2X";"P3_ASO4X";"P1_EJP2X";"P1_EJP4X";"P2_AAP2X";"P3_ASO2X";"P2_AAP4X";"A7_ASR2X";"A6_DIS2X";"A5_COP2X";"A1_CF2X";"A4_COA2X";"A2_INT2X";"A3_ESF2X";"F4_INT2X";"F1_COP2X";"F2_RES2X";"F3_CON2X";"SEGACOAL1X";"SEGPCON1X";"SEGACOAL2X";"SEGPCON2X";"SEGACOAL3X";"SEGPCON3X";"D_LID";"D_GE";"D_COM";"D_EE";"D_INT";"D_APD";"D_TC";"D_AP";"D_SO";"P_EJP21";"P_EJP22";"P_AAP21";"P_AAP22";"P_ASO21";"P_ASO22";"A_CF";"A_COP";"A_DIS";"A_ASR";"A_INT";"A_ESF";"A_COA";"F_COP";"F_RES";"F_CON";"F_INT";"P_CMR";"P_CMA";"SEGNoViol";"SEGNoAcoso";"SEGProfesorado";"SEGNoProbCond";"CRD";"CRP";"CRA";"CRF";"CRCC";"CRR";"CRSS";"DIRTot";"DIRComPart";"DIRGestion";"PROF_Ptot";"P_EJP";"P_AAP";"P_ASO";"ALUM_TOT";"ALUMConfianza";"ALUMCooper";"ALUMDis";"ALUMMot";"FAMcol_TOT";"ClimSEG";"EntornoFIS";"SATCENTRO_DIR_PROF";"SATCENTRO_DIR_PROF_AL";"SAT_AL_FAM";"SATTOT";"T_PROF_Ptot";"T_P_EJP";"T_P_AAP";"T_P_ASO";"T_ALUM_TOT";"T_ALUMConfianza";"T_ALUMCooper";"T_ALUMDis";"T_ALUMMot";"T_FAMcol_TOT";"CESTot";"T_CESTot";"T_DIRTot";"T_DIRComPart";"T_DIRGestion";"T_D_AP";"T_P_Ormot_Apr";"T_P_Ormot_Res";"T_SEGNoViol";"T_SEGNoAcoso";"T_SEGProfesorado";"T_SEGNoProbCond";"T_ClimSEG";"T_EntornoFIS";"T_SATTOT";"T_SATCENTRO_DIR_PROF";"T_SAT_AL_FAM";"T_SATCENTRO_DIR_PROF_AL"
510;"20070006";"00000007";2024;"2025-11-20 19:00:39";2;4;3;2;4;1;4;1;4;2;5;5;5;2;5;1;2;4;2;1;4;2;3;2;4;5;4;4;5;2;1;2;1;4;2;5;4;2;2;5;2;2;5;1;5;2;2;4;4;5;2;2;4;3;4;4;2;3;3;2;1;5;4;4;2;3;1;5;4;2;4;2;2;4;5;5;4;1;4;5;2;5;4;4;1;4;5;2;4;1;4;1;4;5;4;2;1;2;2;2;3;-3;-3;-3;-3;-3;-3;4;16;3;8;8;8;8;20;13;8;9;6;6;6;2;9;9;3;8;4;3;9;4;4;6;4;10;16;27;-9;27;-9;4;2;10;8;4;8;4;88.00;23.00;45.00;37.00;17.00;12.00;8.00;45.00;17.00;18.00;3.00;7.00;18.00;36.00;27.00;24.00;34.00;18.00;42.00;35.80;62.92;32.87;20.38;37.26;58.78;67.76;19.82;18.72;20.53;214.00;38.21;53.80;36.64;54.43;93.34;56.10;43.92;160.88;-98.82;149.02;-114.80;27.72;163.96;32.01;23.25;67.46;28.85
511;"20070007";"00000007";2024;"2025-11-20 19:00:40";3;5;4;4;4;4;5;2;4;2;4;3;4;4;4;2;4;4;4;4;4;3;4;2;5;5;2;4;4;3;1;2;2;2;3;3;4;2;1;3;2;4;4;3;3;2;2;4;3;5;3;4;4;3;4;3;4;3;4;4;2;3;3;3;2;4;3;4;3;3;3;4;1;2;2;4;4;3;2;4;2;2;3;4;1;4;4;4;3;3;4;3;2;3;4;2;1;2;2;3;3;-3;-3;-3;-3;-3;-3;5;14;7;8;8;9;7;12;11;9;6;8;7;6;2;7;5;5;7;3;3;8;5;7;6;6;12;16;27;-9;27;-9;7;5;7;6;5;6;8;81.00;29.00;40.00;38.00;15.00;15.00;8.00;38.00;14.00;13.00;5.00;6.00;24.00;36.00;27.00;32.00;39.00;13.00;45.00;37.91;50.38;50.06;20.38;19.80;35.88;31.66;37.37;12.79;41.19;209.00;35.28;45.69;52.08;42.52;40.89;56.10;54.97;160.88;-98.82;149.02;-114.80;27.72;163.96;37.74;41.25;32.12;39.27
512;"20070008";"00000007";2024;"2025-11-20 19:00:40";3;4;4;4;3;4;4;4;4;3;4;3;3;2;3;1;5;5;3;5;3;2;3;2;4;3;2;4;3;3;1;2;4;2;4;3;3;4;2;5;2;4;4;4;2;4;2;4;2;4;2;3;4;4;5;4;2;4;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;3;3;4;5;1;1;4;4;3;4;2;4;2;3;2;1;2;2;2;2;2;2;1;2;2;-3;-3;-3;-3;-3;-3;4;16;6;6;5;8;8;10;12;8;4;8;6;5;4;5;4;3;4;4;4;6;3;5;6;4;8;14;27;-9;27;-9;4;4;5;4;4;4;4;75.00;24.00;41.00;35.00;12.00;14.00;9.00;30.00;9.00;10.00;3.00;8.00;18.00;36.00;27.00;20.00;25.00;9.00;29.00;31.60;31.57;44.33;25.47;-0.15;-2.29;10.00;19.82;24.66;20.53;180.00;18.25;38.73;39.21;44.90;27.77;43.40;32.87;160.88;-98.82;149.02;-114.80;27.72;163.96;7.17;14.25;3.85;10.10
513;"20070009";"00000007";2024;"2025-11-20 19:00:40";1;5;3;3;5;3;2;3;3;5;5;5;1;1;4;3;5;5;3;1;2;3;3;3;5;4;4;4;4;5;4;1;3;5;4;1;5;1;2;5;4;1;5;3;5;2;1;3;1;5;2;2;5;3;5;3;3;3;1;3;3;5;3;4;1;1;1;5;3;2;3;3;1;3;3;3;1;1;5;3;1;5;3;3;2;5;3;1;2;5;5;1;5;3;4;3;1;1;1;3;3;-3;-3;-3;-3;-3;-3;2;16;4;3;6;5;6;14;13;10;7;5;9;7;6;8;10;2;6;5;5;9;3;5;6;4;9;13;27;-9;27;-9;2;4;10;7;3;6;6;69.00;14.00;41.00;44.00;17.00;14.00;13.00;45.00;14.00;19.00;2.00;10.00;18.00;36.00;27.00;21.00;31.00;17.00;38.00;50.53;62.92;44.33;45.83;37.26;35.88;74.98;11.05;36.53;20.53;198.00;28.82;31.77;13.47;44.90;54.00;37.05;38.40;160.88;-98.82;149.02;-114.80;27.72;163.96;24.36;16.50;60.39;22.60
514;"20070010";"00000007";2024;"2025-11-20 19:00:40";2;4;3;1;2;4;5;2;3;1;4;5;4;1;4;2;4;5;1;1;4;5;4;1;5;5;4;5;1;5;2;1;2;1;2;1;4;2;2;4;4;1;5;1;5;1;2;4;4;5;2;2;5;4;4;2;4;3;1;4;4;5;4;4;1;1;2;5;2;1;1;4;2;5;2;4;5;1;5;4;1;5;1;5;1;5;4;5;4;5;4;2;5;5;5;2;1;1;2;4;2;-3;-3;-3;-3;-3;-3;3;14;2;9;8;10;4;15;15;10;8;10;6;9;3;9;10;4;8;4;5;10;4;6;5;5;7;17;27;-9;27;-9;3;6;10;6;2;5;8;80.00;24.00;41.00;46.00;18.00;16.00;12.00;50.00;17.00;20.00;4.00;9.00;20.00;36.00;27.00;23.00;33.00;16.00;39.00;54.73;69.18;55.79;40.74;49.73;58.78;82.20;28.60;30.59;27.42;220.00;41.73;44.53;39.21;44.90;60.56;62.44;27.35;160.88;-98.82;149.02;-114.80;27.72;163.96;26.28;21.00;53.32;26.77
515;"20080001";"00000008";2024;"2025-11-20 19:00:41";1;2;1;5;1;3;1;3;1;2;1;5;2;5;2;5;2;5;1;3;1;2;2;5;5;1;3;4;4;3;2;3;2;2;2;2;3;3;3;2;2;3;4;4;4;2;4;3;3;5;2;2;4;5;5;3;2;1;1;2;3;4;1;1;3;1;3;4;2;2;2;3;4;1;3;3;4;1;1;1;1;3;4;1;5;3;4;4;4;4;3;4;3;2;4;3;1;2;1;3;1;-3;-3;-3;-3;-3;-3;2;4;2;5;5;2;5;9;9;8;7;8;8;7;7;5;7;8;6;6;3;8;3;5;2;4;10;13;27;-9;27;-9;4;6;8;3;5;3;5;43.00;11.00;23.00;45.00;15.00;16.00;14.00;43.00;11.00;15.00;8.00;9.00;14.00;36.00;27.00;21.00;29.00;11.00;32.00;52.63;50.38;55.79;50.92;32.27;12.98;46.10;63.68;30.59;6.76;168.00;11.21;1.63;5.75;2.05;21.21;37.05;43.92;160.88;-98.82;149.02;-114.80;27.72;163.96;12.90;16.50;17.99;18.44
516;"20080002";"00000008";2024;"2025-11-20 19:00:41";1;2;1;5;1;1;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;5;2;5;4;5;5;5;1;1;1;2;1;5;5;3;1;5;1;5;1;5;1;5;3;5;5;4;5;2;3;4;3;4;3;1;1;4;5;2;5;1;1;5;5;5;1;2;2;4;1;5;1;1;1;1;1;1;1;1;1;4;5;5;5;4;5;1;5;5;5;5;3;1;4;2;3;3;-3;-3;-3;-3;-3;-3;2;4;2;2;2;2;2;8;7;10;10;9;10;9;9;10;10;10;6;6;6;10;6;8;6;8;15;16;27;-9;27;-9;6;9;10;10;2;4;3;31.00;8.00;15.00;57.00;20.00;19.00;18.00;58.00;16.00;20.00;10.00;12.00;28.00;36.00;27.00;20.00;30.00;20.00;40.00;77.87;81.72;72.98;71.27;69.68;51.15;82.20;81.23;48.40;54.96;205.00;32.93;-12.28;-1.97;-17.00;14.66;56.10;71.55;160.88;-98.82;149.02;-114.80;27.72;163.96;28.19;14.25;81.59;20.52
517;"20080003";"00000008";2024;"2025-11-20 19:00:41";1;2;1;5;1;1;3;3;1;4;3;5;3;4;2;5;1;5;1;3;2;5;3;3;4;2;4;5;4;4;5;2;1;3;1;2;4;4;2;1;2;1;5;1;5;2;4;3;5;4;4;3;3;2;2;2;3;3;3;4;5;5;3;4;2;1;4;4;4;4;2;3;4;1;5;3;2;1;2;1;1;3;1;3;4;4;5;3;5;4;2;5;5;5;4;3;2;3;4;4;4;-3;-3;-3;-3;-3;-3;2;5;2;4;6;6;2;14;8;8;9;8;8;9;9;9;10;9;7;5;4;9;8;7;7;6;10;17;27;-9;27;-9;7;9;9;8;6;5;7;49.00;14.00;21.00;51.00;17.00;16.00;18.00;53.00;16.00;19.00;9.00;9.00;28.00;36.00;27.00;31.00;40.00;17.00;48.00;65.25;62.92;55.79;71.27;57.21;51.15;74.98;72.46;30.59;54.96;208.00;34.69;8.59;13.47;-2.71;54.00;62.44;43.92;160.88;-98.82;149.02;-114.80;27.72;163.96;43.47;39.00;60.39;41.35
518;"20090001";"00000009";2024;"2025-11-20 19:00:41";3;5;4;4;4;2;5;1;5;3;2;1;3;1;5;1;5;1;5;4;4;3;5;2;4;1;4;5;5;5;4;1;1;1;1;1;4;2;2;1;2;3;4;3;2;2;4;4;4;4;4;3;3;3;4;3;3;3;5;1;5;1;5;1;1;1;1;1;3;5;1;1;1;2;4;5;3;5;5;5;5;2;3;4;5;5;5;5;5;5;4;5;3;3;4;2;2;3;2;3;3;-3;-3;-3;-3;-3;-3;8;18;10;7;10;9;8;11;13;9;9;10;10;10;9;7;5;9;8;4;4;8;6;6;6;6;12;16;27;-9;27;-9;6;6;2;4;6;6;2;94.00;34.00;49.00;57.00;18.00;20.00;19.00;45.00;15.00;13.00;9.00;8.00;24.00;36.00;27.00;26.00;28.00;6.00;32.00;77.87;69.18;78.71;76.36;37.26;43.51;31.66;72.46;24.66;41.19;248.00;58.17;60.76;64.95;63.95;34.33;56.10;54.97;160.88;-98.82;149.02;-114.80;27.72;163.96;12.90;27.75;-17.35;16.35
519;"20090002";"00000009";2024;"2025-11-20 19:00:41";2;5;4;5;3;5;3;1;5;1;3;1;4;1;5;1;5;1;5;1;5;1;5;1;5;4;4;5;5;3;5;2;1;2;1;1;3;4;4;4;4;2;4;4;5;2;3;1;4;1;2;2;5;1;5;1;4;3;5;5;5;5;4;5;5;5;5;5;5;4;5;5;1;1;1;5;5;5;5;5;5;5;5;5;2;4;5;4;5;5;2;2;4;2;4;5;5;1;1;5;5;-3;-3;-3;-3;-3;-3;7;17;10;10;10;8;10;13;12;9;9;9;10;8;7;5;9;5;6;9;9;8;3;7;8;5;17;18;27;-9;27;-9;10;10;10;10;9;9;10;97.00;35.00;49.00;52.00;18.00;19.00;15.00;51.00;11.00;17.00;5.00;18.00;23.00;36.00;27.00;48.00;58.00;20.00;68.00;67.35;69.18;72.98;56.01;52.22;12.98;60.54;37.37;84.01;37.75;258.00;64.04;64.24;67.53;63.95;47.44;68.79;82.60;160.88;-98.82;149.02;-114.80;27.72;163.96;81.67;77.24;81.59;78.85
520;"20100001";"00000010";2024;"2025-11-20 19:00:42";1;3;1;1;3;3;1;5;1;5;3;5;3;5;1;5;3;5;1;3;1;5;1;5;3;1;1;2;2;2;1;1;1;5;5;3;5;1;3;1;3;1;4;1;5;1;4;3;5;3;3;3;4;3;3;3;4;3;1;1;3;5;1;3;1;1;3;1;3;1;1;1;3;5;3;1;1;1;1;1;1;3;1;1;5;5;5;1;1;3;5;5;5;5;5;3;3;2;3;3;3;-3;-3;-3;-3;-3;-3;2;6;2;2;2;2;2;12;12;8;6;3;5;3;6;10;10;9;10;6;6;9;6;6;6;6;4;6;27;-9;27;-9;4;6;6;6;2;2;2;42.00;8.00;22.00;31.00;14.00;8.00;9.00;60.00;20.00;19.00;9.00;12.00;24.00;36.00;27.00;14.00;20.00;12.00;26.00;23.19;44.11;9.94;25.47;74.66;81.68;74.98;72.46;48.40;41.19;167.00;10.62;0.47;-1.97;-0.33;40.89;-7.40;10.77;160.88;-98.82;149.02;-114.80;27.72;163.96;1.44;0.75;25.05;-0.31
521;"20100002";"00000010";2024;"2025-11-20 19:00:42";4;4;4;4;4;4;4;1;4;2;1;4;3;2;4;1;4;3;4;3;4;2;4;2;4;2;4;4;1;2;4;2;1;1;2;2;4;2;4;2;4;2;4;2;4;1;4;1;4;4;4;4;2;2;2;2;4;4;5;5;4;4;4;4;5;5;4;5;5;5;4;5;2;2;2;5;4;2;4;5;3;3;4;4;4;4;5;5;4;4;4;4;4;4;5;5;2;4;4;4;4;-3;-3;-3;-3;-3;-3;7;17;6;8;9;8;8;9;12;8;9;9;5;6;8;8;8;8;8;9;6;9;8;8;8;8;9;9;27;-9;27;-9;9;8;9;9;10;8;10;84.00;29.00;46.00;45.00;17.00;14.00;14.00;56.00;16.00;17.00;8.00;15.00;32.00;36.00;27.00;46.00;55.00;18.00;64.00;52.63;62.92;44.33;50.92;64.69;51.15;60.54;63.68;66.20;68.73;235.00;50.54;49.17;52.08;56.81;21.21;11.65;38.40;160.88;-98.82;149.02;-114.80;27.72;163.96;74.03;72.74;67.46;72.60
522;"20100003";"00000010";2024;"2025-11-20 19:00:42";1;4;3;2;3;1;1;1;3;4;2;2;2;2;2;5;3;5;2;5;1;4;5;4;4;5;3;3;2;2;2;2;3;4;4;2;4;4;4;2;3;4;3;2;3;4;3;4;2;4;1;1;3;1;1;4;2;2;1;3;4;4;3;2;1;1;2;5;5;2;2;1;2;4;5;5;2;4;4;1;1;1;2;2;1;4;3;2;2;4;2;4;2;4;2;2;2;3;5;2;5;-3;-3;-3;-3;-3;-3;2;11;6;3;10;3;5;10;11;8;6;5;6;4;3;8;5;7;4;6;5;5;6;3;7;5;9;13;27;-9;27;-9;3;6;9;7;3;5;4;61.00;14.00;37.00;32.00;14.00;11.00;7.00;40.00;12.00;10.00;7.00;11.00;21.00;36.00;27.00;20.00;29.00;16.00;36.00;25.29;44.11;27.13;15.29;24.79;20.61;10.00;54.91;42.46;30.86;176.00;15.91;22.50;13.47;35.38;27.77;37.05;38.40;160.88;-98.82;149.02;-114.80;27.72;163.96;20.54;14.25;53.32;18.44
523;"20100004";"00000010";2024;"2025-11-20 19:00:42";1;5;4;3;4;2;2;3;2;2;2;5;1;5;3;4;1;5;2;5;5;2;5;2;5;5;1;4;2;4;1;4;4;4;4;1;5;1;3;4;4;3;2;3;1;3;1;1;5;3;4;2;1;5;5;1;1;3;1;5;2;5;1;4;5;1;3;5;3;1;5;5;1;3;4;3;4;1;1;2;1;1;4;4;1;2;2;2;2;5;5;2;3;3;3;5;3;5;1;5;1;-3;-3;-3;-3;-3;-3;2;11;3;9;8;6;6;8;8;7;3;6;7;6;2;8;4;3;10;8;7;5;5;7;4;6;11;19;27;-9;27;-9;4;5;10;7;6;6;10;61.00;20.00;33.00;31.00;10.00;13.00;8.00;45.00;18.00;9.00;3.00;15.00;22.00;36.00;27.00;29.00;39.00;17.00;46.00;23.19;19.03;38.60;20.38;37.26;66.41;2.78;19.82;66.20;34.30;189.00;23.54;22.50;28.92;25.86;14.66;75.14;49.45;160.88;-98.82;149.02;-114.80;27.72;163.96;39.65;34.50;60.39;39.27
524;"20100005";"00000010";2024;"2025-11-20 19:00:43";2;4;4;4;4;3;4;2;2;4;3;4;2;3;2;4;4;4;2;2;4;2;5;2;1;2;4;2;4;2;2;4;4;4;2;4;3;4;2;4;2;2;4;2;4;4;4;4;4;4;2;2;4;4;4;4;2;2;2;2;2;4;2;4;2;4;2;2;2;2;2;2;2;2;3;4;2;2;3;2;2;4;4;4;4;2;2;2;4;2;2;2;4;4;2;2;2;2;2;2;2;-3;-3;-3;-3;-3;-3;4;13;4;6;9;8;6;12;10;3;6;4;6;6;6;7;8;6;6;4;4;6;4;4;4;4;14;8;27;-9;27;-9;4;4;6;6;4;4;4;72.00;22.00;38.00;31.00;9.00;10.00;12.00;41.00;13.00;14.00;6.00;8.00;16.00;36.00;27.00;22.00;28.00;12.00;34.00;23.19;12.76;21.40;40.74;27.28;28.24;38.88;46.14;24.66;13.65;182.00;19.43;35.25;34.07;37.76;40.89;5.30;66.02;160.88;-98.82;149.02;-114.80;27.72;163.96;16.72;18.75;25.05;16.35
525;"20100006";"00000010";2024;"2025-11-20 19:00:43";2;4;1;5;2;4;4;4;5;5;5;5;2;5;4;5;2;5;1;5;2;5;4;2;5;4;4;4;4;4;5;4;2;1;2;2;5;2;4;1;4;1;5;1;5;1;5;1;5;4;5;4;5;2;4;2;2;4;2;2;1;5;4;4;2;1;4;2;2;5;2;2;2;1;2;2;1;1;1;1;1;1;1;4;2;2;4;5;4;4;4;5;5;5;5;5;2;1;2;4;4;-3;-3;-3;-3;-3;-3;3;5;2;3;6;8;6;10;9;7;8;9;8;8;7;10;10;10;9;9;6;10;7;8;8;3;19;14;27;-9;27;-9;6;5;7;6;7;6;4;52.00;16.00;26.00;47.00;15.00;17.00;15.00;64.00;19.00;20.00;10.00;15.00;26.00;36.00;27.00;25.00;32.00;13.00;38.00;56.83;50.38;61.52;56.01;84.64;74.05;82.20;81.23;66.20;48.07;222.00;42.91;12.06;18.62;9.19;27.77;43.40;93.65;160.88;-98.82;149.02;-114.80;27.72;163.96;24.36;25.50;32.12;24.69
526;"20100007";"00000010";2024;"2025-11-20 19:00:43";2;5;3;2;4;1;5;1;4;2;2;4;4;3;1;3;4;2;4;2;3;1;3;2;4;2;3;4;2;4;5;2;3;1;2;4;4;2;5;1;5;1;5;2;5;2;4;1;5;3;5;4;1;4;2;1;4;4;4;4;3;4;4;4;4;4;2;4;1;4;2;4;1;4;5;5;4;2;3;3;4;4;5;4;4;4;3;5;4;2;4;5;5;4;4;5;3;5;4;5;2;-3;-3;-3;-3;-3;-3;6;13;6;7;8;9;9;15;10;8;6;9;4;8;9;8;10;9;9;10;8;9;9;9;6;9;11;14;27;-9;27;-9;6;5;8;5;8;6;8;83.00;28.00;40.00;44.00;14.00;13.00;17.00;63.00;17.00;19.00;9.00;18.00;33.00;36.00;27.00;35.00;43.00;13.00;48.00;50.53;44.11;38.60;66.18;82.14;58.78;74.98;72.46;84.01;72.17;248.00;58.17;48.01;49.51;42.52;60.56;43.40;49.45;160.88;-98.82;149.02;-114.80;27.72;163.96;43.47;48.00;32.12;47.60
527;"20100008";"00000010";2024;"2025-11-20 19:00:43";1;4;2;2;3;3;3;1;2;2;2;1;1;2;2;2;3;3;2;3;3;2;4;3;5;3;2;4;4;4;2;1;4;1;5;3;4;1;4;5;2;2;4;1;4;1;1;4;4;2;4;4;4;2;2;3;2;2;2;3;1;4;1;3;3;3;4;4;4;4;1;3;2;4;3;5;4;5;4;4;3;3;4;3;3;5;2;5;1;3;5;1;4;5;5;2;4;2;4;3;4;-3;-3;-3;-3;-3;-3;4;13;7;7;9;6;6;9;11;10;4;9;7;5;5;9;8;2;9;6;6;9;8;7;6;4;13;11;27;-9;27;-9;6;5;8;7;7;2;6;72.00;24.00;39.00;40.00;14.00;16.00;10.00;49.00;18.00;17.00;2.00;12.00;25.00;36.00;27.00;25.00;33.00;15.00;40.00;42.11;44.11;55.79;30.56;47.23;66.41;60.54;11.05;48.40;44.63;210.00;35.86;35.25;39.21;40.14;21.21;24.35;60.50;160.88;-98.82;149.02;-114.80;27.72;163.96;28.19;25.50;46.25;26.77
528;"20100009";"00000010";2024;"2025-11-20 19:00:44";5;5;5;4;5;3;5;4;5;1;5;1;4;3;5;1;4;2;5;5;4;3;5;1;5;4;5;5;4;3;4;1;3;5;3;2;4;4;3;2;4;2;5;4;5;3;4;3;4;3;3;4;3;5;3;3;3;3;5;5;4;5;5;5;5;5;5;5;3;5;5;4;1;2;3;2;5;5;3;5;4;1;3;5;2;5;3;1;3;4;2;4;4;2;3;3;3;3;3;3;1;-3;-3;-3;-3;-3;-3;9;18;10;9;7;10;8;13;12;10;8;6;8;6;6;6;9;8;6;6;7;8;6;7;4;6;15;20;27;-9;27;-9;10;9;10;8;10;10;9;96.00;38.00;45.00;44.00;18.00;14.00;12.00;50.00;12.00;17.00;8.00;13.00;23.00;36.00;27.00;48.00;58.00;18.00;66.00;50.53;69.18;44.33;40.74;49.73;20.61;60.54;63.68;54.33;37.75;248.00;58.17;63.08;75.25;54.43;47.44;81.49;71.55;160.88;-98.82;149.02;-114.80;27.72;163.96;77.85;77.24;67.46;78.85
529;"20110001";"00000011";2024;"2025-11-20 19:00:44";1;3;2;1;2;1;4;4;2;5;3;5;3;3;2;4;2;5;2;3;1;4;2;2;3;5;3;3;2;2;3;2;5;2;5;3;3;2;5;4;2;4;4;3;3;3;3;5;4;5;4;3;4;5;5;4;5;3;1;3;2;2;3;3;1;1;2;4;1;4;3;3;3;5;5;2;1;1;3;2;1;3;2;4;1;4;1;4;1;3;4;2;2;3;3;1;1;2;1;2;1;-3;-3;-3;-3;-3;-3;2;9;3;2;4;8;4;14;12;7;4;7;5;3;4;6;5;5;8;6;3;7;5;5;4;7;17;15;27;-9;27;-9;3;4;6;4;5;6;6;58.00;15.00;29.00;30.00;11.00;12.00;7.00;40.00;14.00;12.00;5.00;9.00;21.00;36.00;27.00;23.00;29.00;10.00;33.00;21.08;25.30;32.87;15.29;24.79;35.88;24.44;37.37;30.59;30.86;181.00;18.84;19.02;16.05;16.33;54.00;49.75;82.60;160.88;-98.82;149.02;-114.80;27.72;163.96;14.81;21.00;10.92;18.44
530;"20110002";"00000011";2024;"2025-11-20 19:00:44";3;4;3;3;3;3;4;3;3;3;4;3;4;3;4;3;4;5;3;3;3;3;3;2;3;4;3;4;3;3;3;2;3;2;4;1;2;4;2;3;2;3;4;4;3;2;4;4;3;5;3;3;4;4;4;3;3;2;3;4;3;4;4;4;3;3;3;4;3;4;3;3;2;3;3;3;3;3;3;3;1;3;3;4;2;4;3;4;2;5;2;3;3;2;4;2;1;2;2;3;2;-3;-3;-3;-3;-3;-3;4;12;6;6;6;8;6;14;13;7;6;8;8;5;5;4;6;7;5;4;3;8;5;6;4;5;13;12;27;-9;27;-9;6;6;8;7;7;7;7;75.00;24.00;37.00;39.00;13.00;16.00;10.00;37.00;9.00;14.00;7.00;7.00;20.00;36.00;27.00;33.00;41.00;15.00;48.00;40.01;37.84;55.79;30.56;17.31;-2.29;38.88;54.91;18.72;27.42;196.00;27.65;38.73;39.21;35.38;54.00;30.70;60.50;160.88;-98.82;149.02;-114.80;27.72;163.96;43.47;43.50;46.25;43.44
531;"20110003";"00000011";2024;"2025-11-20 19:00:44";1;3;1;3;2;1;2;5;1;5;3;5;3;3;2;4;2;5;2;3;1;5;2;3;4;3;2;4;4;2;2;2;4;3;3;3;3;2;3;3;3;3;3;4;4;2;3;2;4;4;3;2;3;3;3;3;4;3;1;2;3;4;3;3;1;1;3;3;3;4;3;3;3;3;5;1;1;1;3;2;1;3;1;3;3;4;2;3;3;3;4;3;3;2;4;4;2;3;3;3;3;-3;-3;-3;-3;-3;-3;2;8;3;2;3;5;2;14;10;8;4;7;7;5;5;5;7;6;8;7;5;7;6;5;6;7;13;11;27;-9;27;-9;4;6;7;6;5;6;5;49.00;12.00;23.00;36.00;12.00;14.00;10.00;45.00;13.00;14.00;6.00;12.00;24.00;36.00;27.00;24.00;31.00;13.00;37.00;33.70;31.57;44.33;30.56;37.26;28.24;38.88;46.14;48.40;41.19;178.00;17.08;8.59;8.33;2.05;54.00;24.35;60.50;160.88;-98.82;149.02;-114.80;27.72;163.96;22.45;23.25;32.12;22.60
532;"20110004";"00000011";2024;"2025-11-20 19:00:45";3;5;5;4;4;1;5;1;4;4;1;4;1;1;5;1;5;5;3;1;4;3;5;1;2;2;4;4;2;2;2;3;1;4;2;2;5;1;4;2;2;1;3;1;5;3;5;4;5;4;2;2;4;3;4;3;4;3;4;4;3;2;5;3;3;2;2;2;2;5;5;3;1;2;5;5;2;2;5;5;1;5;3;5;4;3;5;2;4;4;5;4;5;5;3;2;2;2;2;3;3;-3;-3;-3;-3;-3;-3;4;19;5;6;10;10;7;12;13;5;9;6;6;6;6;10;10;9;10;6;4;6;4;5;6;6;5;18;27;-9;27;-9;6;5;4;5;8;10;7;86.00;25.00;49.00;38.00;14.00;12.00;12.00;55.00;20.00;16.00;9.00;10.00;21.00;36.00;27.00;36.00;40.00;9.00;45.00;37.91;44.11;32.87;40.74;62.19;81.68;53.32;72.46;36.53;30.86;223.00;43.50;51.48;41.79;63.95;40.89;68.79;16.30;160.88;-98.82;149.02;-114.80;27.72;163.96;37.74;50.25;3.85;41.35
